Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D16;Mean Cop_pro_D21;;;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D16;Mean Cop_pro_D24;;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D21;Mean Cop_pro_D24;;
Zotu602;0;0;100;0;0;;;;;;Zotu645;0;0;100;0;0;;;;;Zotu1871;0;0;100;0;0;;
Zotu1411;0;0;100;0;0;;;;;;Zotu643;0;0;100;0;0;;;;;Zotu1215;0;0;100;0;0;;
Zotu1826;0;0;100;0;0;;;;;;Zotu1847;0;0;100;0;0;;;;;Zotu1868;0;0;100;0;0;;
Zotu1410;0;0;100;0;0;;;;;;Zotu1421;0;0;100;0;0;;;;;Zotu1867;0;0;100;0;0;;
Zotu1204;0;0;100;0;0;;;;;;Zotu1846;0;0;100;0;0;;;;;Zotu1431;0;0;100;0;0;;
Zotu1824;0;0;100;0;0;;;;;;Zotu639;0;0;100;0;0;;;;;Zotu1866;0;0;100;0;0;;
Zotu1823;0;0;100;0;0;;;;;;Zotu637;0;0;100;0;0;;;;;Zotu1430;0;0;100;0;0;;
Zotu1822;0;0;100;0;0;;;;;;Zotu1844;0;0;100;0;0;;;;;Zotu1214;0;0;100;0;0;;
Zotu593;0;0;100;0;0;;;;;;Zotu636;0;0;100;0;0;;;;;Zotu1105;0;0;100;0;0;;
Zotu1821;0;0;100;0;0;;;;;;Zotu1209;0;0;100;0;0;;;;;Zotu1864;0;0;100;0;0;;
Zotu1409;0;0;100;0;0;;;;;;Zotu1023;0;0;100;0;0;;;;;Zotu675;0;0;100;0;0;;
Zotu589;0;0;100;0;0;;;;;;Zotu1842;0;0;100;0;0;;;;;Zotu672;0;0;100;0;0;;
Zotu1408;0;0;100;0;0;;;;;;Zotu1841;0;0;100;0;0;;;;;Zotu1429;0;0;100;0;0;;
Zotu1819;0;0;100;0;0;;;;;;Zotu1840;0;0;100;0;0;;;;;Zotu1860;0;0;100;0;0;;
Zotu1407;0;0;100;0;0;;;;;;Zotu1418;0;0;100;0;0;;;;;Zotu669;0;0;100;0;0;;
Zotu583;0;0;100;0;0;;;;;;Zotu1208;0;0;100;0;0;;;;;Zotu1428;0;0;100;0;0;;
Zotu1816;0;0;100;0;0;;;;;;Zotu622;0;0;100;0;0;;;;;Zotu666;0;0;100;0;0;;
Zotu1406;0;0;100;0;0;;;;;;Zotu1101;0;0;100;0;0;;;;;Zotu1859;0;0;100;0;0;;
Zotu1815;0;0;100;0;0;;;;;;Zotu1834;0;0;100;0;0;;;;;Zotu1427;0;0;100;0;0;;
Zotu1405;0;0;100;0;0;;;;;;Zotu1833;0;0;100;0;0;;;;;Zotu1212;0;0;100;0;0;;
Zotu1201;0;0;100;0;0;;;;;;Zotu1832;0;0;100;0;0;;;;;Zotu1104;0;0;100;0;0;;
Zotu1048;0;0;100;0;0;;;;;;Zotu1414;0;0;100;0;0;;;;;Zotu663;0;0;100;0;0;;
Zotu1022;0;0;100;0;0;;;;;;Zotu1206;0;0;100;0;0;;;;;Zotu1856;0;0;100;0;0;;
Zotu574;0;0;100;0;0;;;;;;Zotu1412;0;0;100;0;0;;;;;Zotu1854;0;0;100;0;0;;
Zotu1404;0;0;100;0;0;;;;;;Zotu1205;0;0;100;0;0;;;;;Zotu1425;0;0;100;0;0;;
Zotu572;0;0;100;0;0;;;;;;Zotu1828;0;0;100;0;0;;;;;Zotu1853;0;0;100;0;0;;
Zotu1810;0;0;100;0;0;;;;;;Zotu602;0;0;100;0;0;;;;;Zotu1424;0;0;100;0;0;;
Zotu1403;0;0;100;0;0;;;;;;Zotu1411;0;0;100;0;0;;;;;Zotu1851;0;0;100;0;0;;
Zotu1200;0;0;100;0;0;;;;;;Zotu1826;0;0;100;0;0;;;;;Zotu1850;0;0;100;0;0;;
Zotu1402;0;0;100;0;0;;;;;;Zotu1204;0;0;100;0;0;;;;;Zotu1210;0;0;100;0;0;;
Zotu1808;0;0;100;0;0;;;;;;Zotu1824;0;0;100;0;0;;;;;Zotu1103;0;0;100;0;0;;
Zotu1401;0;0;100;0;0;;;;;;Zotu596;0;0;100;0;0;;;;;Zotu647;0;0;100;0;0;;
Zotu1099;0;0;100;0;0;;;;;;Zotu1823;0;0;100;0;0;;;;;Zotu1849;0;0;100;0;0;;
Zotu1806;0;0;100;0;0;;;;;;Zotu1821;0;0;100;0;0;;;;;Zotu645;0;0;100;0;0;;
Zotu560;0;0;100;0;0;;;;;;Zotu1203;0;0;100;0;0;;;;;Zotu643;0;0;100;0;0;;
Zotu1400;0;0;100;0;0;;;;;;Zotu1408;0;0;100;0;0;;;;;Zotu1847;0;0;100;0;0;;
Zotu1804;0;0;100;0;0;;;;;;Zotu1819;0;0;100;0;0;;;;;Zotu1421;0;0;100;0;0;;
Zotu1803;0;0;100;0;0;;;;;;Zotu585;0;0;100;0;0;;;;;Zotu1846;0;0;100;0;0;;
Zotu1802;0;0;100;0;0;;;;;;Zotu584;0;0;100;0;0;;;;;Zotu639;0;0;100;0;0;;
Zotu552;0;0;100;0;0;;;;;;Zotu582;0;0;100;0;0;;;;;Zotu637;0;0;100;0;0;;
Zotu1801;0;0;100;0;0;;;;;;Zotu1816;0;0;100;0;0;;;;;Zotu1844;0;0;100;0;0;;
Zotu1098;0;0;100;0;0;;;;;;Zotu1406;0;0;100;0;0;;;;;Zotu636;0;0;100;0;0;;
Zotu1047;0;0;100;0;0;;;;;;Zotu580;0;0;100;0;0;;;;;Zotu1209;0;0;100;0;0;;
Zotu547;0;0;100;0;0;;;;;;Zotu1815;0;0;100;0;0;;;;;Zotu1102;0;0;100;0;0;;
Zotu545;0;0;100;0;0;;;;;;Zotu1201;0;0;100;0;0;;;;;Zotu1842;0;0;100;0;0;;
Zotu1798;0;0;100;0;0;;;;;;Zotu1404;0;0;100;0;0;;;;;Zotu1841;0;0;100;0;0;;
Zotu1797;0;0;100;0;0;;;;;;Zotu1811;0;0;100;0;0;;;;;Zotu1419;0;0;100;0;0;;
Zotu1198;0;0;100;0;0;;;;;;Zotu1403;0;0;100;0;0;;;;;Zotu1840;0;0;100;0;0;;
Zotu1796;0;0;100;0;0;;;;;;Zotu1200;0;0;100;0;0;;;;;Zotu1418;0;0;100;0;0;;
Zotu538;0;0;100;0;0;;;;;;Zotu1402;0;0;100;0;0;;;;;Zotu1208;0;0;100;0;0;;
Zotu1396;0;0;100;0;0;;;;;;Zotu1808;0;0;100;0;0;;;;;Zotu1838;0;0;100;0;0;;
Zotu1395;0;0;100;0;0;;;;;;Zotu1807;0;0;100;0;0;;;;;Zotu1417;0;0;100;0;0;;
Zotu1197;0;0;100;0;0;;;;;;Zotu1401;0;0;100;0;0;;;;;Zotu1101;0;0;100;0;0;;
Zotu1096;0;0;100;0;0;;;;;;Zotu1099;0;0;100;0;0;;;;;Zotu618;0;0;100;0;0;;
Zotu1394;0;0;100;0;0;;;;;;Zotu1806;0;0;100;0;0;;;;;Zotu1834;0;0;100;0;0;;
Zotu529;0;0;100;0;0;;;;;;Zotu560;0;0;100;0;0;;;;;Zotu615;0;0;100;0;0;;
Zotu1790;0;0;100;0;0;;;;;;Zotu1400;0;0;100;0;0;;;;;Zotu1832;0;0;100;0;0;;
Zotu525;0;0;100;0;0;;;;;;Zotu1804;0;0;100;0;0;;;;;Zotu1414;0;0;100;0;0;;
Zotu523;0;0;100;0;0;;;;;;Zotu1803;0;0;100;0;0;;;;;Zotu1206;0;0;100;0;0;;
Zotu1392;0;0;100;0;0;;;;;;Zotu1802;0;0;100;0;0;;;;;Zotu612;0;0;100;0;0;;
Zotu1391;0;0;100;0;0;;;;;;Zotu553;0;0;100;0;0;;;;;Zotu607;0;0;100;0;0;;
Zotu1095;0;0;100;0;0;;;;;;Zotu1801;0;0;100;0;0;;;;;Zotu1205;0;0;100;0;0;;
Zotu1021;0;0;100;0;0;;;;;;Zotu1800;0;0;100;0;0;;;;;Zotu1100;0;0;100;0;0;;
Zotu1390;0;0;100;0;0;;;;;;Zotu549;0;0;100;0;0;;;;;Zotu1828;0;0;100;0;0;;
Zotu514;0;0;100;0;0;;;;;;Zotu1098;0;0;100;0;0;;;;;Zotu602;0;0;100;0;0;;
Zotu1783;0;0;100;0;0;;;;;;Zotu547;0;0;100;0;0;;;;;Zotu1411;0;0;100;0;0;;
Zotu1782;0;0;100;0;0;;;;;;Zotu546;0;0;100;0;0;;;;;Zotu1826;0;0;100;0;0;;
Zotu508;0;0;100;0;0;;;;;;Zotu1799;0;0;100;0;0;;;;;Zotu1204;0;0;100;0;0;;
Zotu1780;0;0;100;0;0;;;;;;Zotu1798;0;0;100;0;0;;;;;Zotu598;0;0;100;0;0;;
Zotu506;0;0;100;0;0;;;;;;Zotu1797;0;0;100;0;0;;;;;Zotu1824;0;0;100;0;0;;
Zotu1779;0;0;100;0;0;;;;;;Zotu1397;0;0;100;0;0;;;;;Zotu1823;0;0;100;0;0;;
Zotu1388;0;0;100;0;0;;;;;;Zotu540;0;0;100;0;0;;;;;Zotu1821;0;0;100;0;0;;
Zotu1193;0;0;100;0;0;;;;;;Zotu1396;0;0;100;0;0;;;;;Zotu1408;0;0;100;0;0;;
Zotu1094;0;0;100;0;0;;;;;;Zotu1395;0;0;100;0;0;;;;;Zotu1819;0;0;100;0;0;;
Zotu1778;0;0;100;0;0;;;;;;Zotu1197;0;0;100;0;0;;;;;Zotu1816;0;0;100;0;0;;
Zotu1777;0;0;100;0;0;;;;;;Zotu1096;0;0;100;0;0;;;;;Zotu1406;0;0;100;0;0;;
Zotu1387;0;0;100;0;0;;;;;;Zotu530;0;0;100;0;0;;;;;Zotu1815;0;0;100;0;0;;
Zotu1775;0;0;100;0;0;;;;;;Zotu1394;0;0;100;0;0;;;;;Zotu1814;0;0;100;0;0;;
Zotu1386;0;0;100;0;0;;;;;;Zotu1790;0;0;100;0;0;;;;;Zotu1201;0;0;100;0;0;;
Zotu1774;0;0;100;0;0;;;;;;Zotu1196;0;0;100;0;0;;;;;Zotu1812;0;0;100;0;0;;
Zotu1773;0;0;100;0;0;;;;;;Zotu525;0;0;100;0;0;;;;;Zotu1404;0;0;100;0;0;;
Zotu1385;0;0;100;0;0;;;;;;Zotu1392;0;0;100;0;0;;;;;Zotu572;0;0;100;0;0;;
Zotu492;0;0;100;0;0;;;;;;Zotu1391;0;0;100;0;0;;;;;Zotu1403;0;0;100;0;0;;
Zotu1772;0;0;100;0;0;;;;;;Zotu1095;0;0;100;0;0;;;;;Zotu1200;0;0;100;0;0;;
Zotu1771;0;0;100;0;0;;;;;;Zotu1021;0;0;100;0;0;;;;;Zotu181;0;0;100;0;0;;
Zotu1384;0;0;100;0;0;;;;;;Zotu516;0;0;100;0;0;;;;;Zotu1402;0;0;100;0;0;;
Zotu1093;0;0;100;0;0;;;;;;Zotu1390;0;0;100;0;0;;;;;Zotu1808;0;0;100;0;0;;
Zotu1770;0;0;100;0;0;;;;;;Zotu1783;0;0;100;0;0;;;;;Zotu1401;0;0;100;0;0;;
Zotu483;0;0;100;0;0;;;;;;Zotu1782;0;0;100;0;0;;;;;Zotu1099;0;0;100;0;0;;
Zotu1768;0;0;100;0;0;;;;;;Zotu1194;0;0;100;0;0;;;;;Zotu1806;0;0;100;0;0;;
Zotu1767;0;0;100;0;0;;;;;;Zotu508;0;0;100;0;0;;;;;Zotu560;0;0;100;0;0;;
Zotu1381;0;0;100;0;0;;;;;;Zotu1780;0;0;100;0;0;;;;;Zotu1400;0;0;100;0;0;;
Zotu479;0;0;100;0;0;;;;;;Zotu1779;0;0;100;0;0;;;;;Zotu1804;0;0;100;0;0;;
Zotu1765;0;0;100;0;0;;;;;;Zotu1193;0;0;100;0;0;;;;;Zotu1803;0;0;100;0;0;;
Zotu476;0;0;100;0;0;;;;;;Zotu1778;0;0;100;0;0;;;;;Zotu1802;0;0;100;0;0;;
Zotu1764;0;0;100;0;0;;;;;;Zotu1777;0;0;100;0;0;;;;;Zotu1801;0;0;100;0;0;;
Zotu474;0;0;100;0;0;;;;;;Zotu1387;0;0;100;0;0;;;;;Zotu1098;0;0;100;0;0;;
Zotu1763;0;0;100;0;0;;;;;;Zotu1775;0;0;100;0;0;;;;;Zotu547;0;0;100;0;0;;
Zotu469;0;0;100;0;0;;;;;;Zotu1386;0;0;100;0;0;;;;;Zotu543;0;0;100;0;0;;
Zotu467;0;0;100;0;0;;;;;;Zotu1773;0;0;100;0;0;;;;;Zotu1798;0;0;100;0;0;;
Zotu1757;0;0;100;0;0;;;;;;Zotu1385;0;0;100;0;0;;;;;Zotu1797;0;0;100;0;0;;
Zotu1756;0;0;100;0;0;;;;;;Zotu492;0;0;100;0;0;;;;;Zotu1396;0;0;100;0;0;;
Zotu1377;0;0;100;0;0;;;;;;Zotu1772;0;0;100;0;0;;;;;Zotu1794;0;0;100;0;0;;
Zotu1188;0;0;100;0;0;;;;;;Zotu1771;0;0;100;0;0;;;;;Zotu1395;0;0;100;0;0;;
Zotu1009;0;0;100;0;0;;;;;;Zotu1384;0;0;100;0;0;;;;;Zotu1197;0;0;100;0;0;;
Zotu1754;0;0;100;0;0;;;;;;Zotu1093;0;0;100;0;0;;;;;Zotu1096;0;0;100;0;0;;
Zotu1753;0;0;100;0;0;;;;;;Zotu1770;0;0;100;0;0;;;;;Zotu1791;0;0;100;0;0;;
Zotu1376;0;0;100;0;0;;;;;;Zotu483;0;0;100;0;0;;;;;Zotu1394;0;0;100;0;0;;
Zotu1752;0;0;100;0;0;;;;;;Zotu1768;0;0;100;0;0;;;;;Zotu1790;0;0;100;0;0;;
Zotu1375;0;0;100;0;0;;;;;;Zotu1382;0;0;100;0;0;;;;;Zotu525;0;0;100;0;0;;
Zotu1187;0;0;100;0;0;;;;;;Zotu1767;0;0;100;0;0;;;;;Zotu1788;0;0;100;0;0;;
Zotu453;0;0;100;0;0;;;;;;Zotu480;0;0;100;0;0;;;;;Zotu1392;0;0;100;0;0;;
Zotu1374;0;0;100;0;0;;;;;;Zotu1381;0;0;100;0;0;;;;;Zotu1786;0;0;100;0;0;;
Zotu1748;0;0;100;0;0;;;;;;Zotu477;0;0;100;0;0;;;;;Zotu1391;0;0;100;0;0;;
Zotu444;0;0;100;0;0;;;;;;Zotu1764;0;0;100;0;0;;;;;Zotu1095;0;0;100;0;0;;
Zotu443;0;0;100;0;0;;;;;;Zotu1092;0;0;100;0;0;;;;;Zotu1021;0;0;100;0;0;;
Zotu442;0;0;100;0;0;;;;;;Zotu475;0;0;100;0;0;;;;;Zotu1785;0;0;100;0;0;;
Zotu1371;0;0;100;0;0;;;;;;Zotu1763;0;0;100;0;0;;;;;Zotu1390;0;0;100;0;0;;
Zotu1370;0;0;100;0;0;;;;;;Zotu471;0;0;100;0;0;;;;;Zotu1783;0;0;100;0;0;;
Zotu1741;0;0;100;0;0;;;;;;Zotu1189;0;0;100;0;0;;;;;Zotu511;0;0;100;0;0;;
Zotu432;0;0;100;0;0;;;;;;Zotu467;0;0;100;0;0;;;;;Zotu1782;0;0;100;0;0;;
Zotu1184;0;0;100;0;0;;;;;;Zotu1757;0;0;100;0;0;;;;;Zotu508;0;0;100;0;0;;
Zotu1043;0;0;100;0;0;;;;;;Zotu1756;0;0;100;0;0;;;;;Zotu1780;0;0;100;0;0;;
Zotu429;0;0;100;0;0;;;;;;Zotu1377;0;0;100;0;0;;;;;Zotu1779;0;0;100;0;0;;
Zotu1738;0;0;100;0;0;;;;;;Zotu1188;0;0;100;0;0;;;;;Zotu1193;0;0;100;0;0;;
Zotu1737;0;0;100;0;0;;;;;;Zotu1009;0;0;100;0;0;;;;;Zotu1778;0;0;100;0;0;;
Zotu1368;0;0;100;0;0;;;;;;Zotu1754;0;0;100;0;0;;;;;Zotu1777;0;0;100;0;0;;
Zotu424;0;0;100;0;0;;;;;;Zotu1753;0;0;100;0;0;;;;;Zotu1387;0;0;100;0;0;;
Zotu423;0;0;100;0;0;;;;;;Zotu1376;0;0;100;0;0;;;;;Zotu1775;0;0;100;0;0;;
Zotu1736;0;0;100;0;0;;;;;;Zotu456;0;0;100;0;0;;;;;Zotu1386;0;0;100;0;0;;
Zotu421;0;0;100;0;0;;;;;;Zotu1375;0;0;100;0;0;;;;;Zotu1773;0;0;100;0;0;;
Zotu420;0;0;100;0;0;;;;;;Zotu1187;0;0;100;0;0;;;;;Zotu1385;0;0;100;0;0;;
Zotu1734;0;0;100;0;0;;;;;;Zotu453;0;0;100;0;0;;;;;Zotu492;0;0;100;0;0;;
Zotu1366;0;0;100;0;0;;;;;;Zotu450;0;0;100;0;0;;;;;Zotu1772;0;0;100;0;0;;
Zotu1089;0;0;100;0;0;;;;;;Zotu1374;0;0;100;0;0;;;;;Zotu1771;0;0;100;0;0;;
Zotu1732;0;0;100;0;0;;;;;;Zotu448;0;0;100;0;0;;;;;Zotu1384;0;0;100;0;0;;
Zotu1731;0;0;100;0;0;;;;;;Zotu1748;0;0;100;0;0;;;;;Zotu1093;0;0;100;0;0;;
Zotu1730;0;0;100;0;0;;;;;;Zotu1090;0;0;100;0;0;;;;;Zotu1770;0;0;100;0;0;;
Zotu1364;0;0;100;0;0;;;;;;Zotu445;0;0;100;0;0;;;;;Zotu483;0;0;100;0;0;;
Zotu1729;0;0;100;0;0;;;;;;Zotu444;0;0;100;0;0;;;;;Zotu1768;0;0;100;0;0;;
Zotu1728;0;0;100;0;0;;;;;;Zotu442;0;0;100;0;0;;;;;Zotu1190;0;0;100;0;0;;
Zotu1727;0;0;100;0;0;;;;;;Zotu1371;0;0;100;0;0;;;;;Zotu1767;0;0;100;0;0;;
Zotu1726;0;0;100;0;0;;;;;;Zotu1185;0;0;100;0;0;;;;;Zotu1766;0;0;100;0;0;;
Zotu1180;0;0;100;0;0;;;;;;Zotu1370;0;0;100;0;0;;;;;Zotu1381;0;0;100;0;0;;
Zotu1042;0;0;100;0;0;;;;;;Zotu1741;0;0;100;0;0;;;;;Zotu1764;0;0;100;0;0;;
Zotu1725;0;0;100;0;0;;;;;;Zotu1184;0;0;100;0;0;;;;;Zotu1380;0;0;100;0;0;;
Zotu1724;0;0;100;0;0;;;;;;Zotu1043;0;0;100;0;0;;;;;Zotu475;0;0;100;0;0;;
Zotu1361;0;0;100;0;0;;;;;;Zotu430;0;0;100;0;0;;;;;Zotu1763;0;0;100;0;0;;
Zotu1723;0;0;100;0;0;;;;;;Zotu429;0;0;100;0;0;;;;;Zotu1760;0;0;100;0;0;;
Zotu1360;0;0;100;0;0;;;;;;Zotu1738;0;0;100;0;0;;;;;Zotu467;0;0;100;0;0;;
Zotu1721;0;0;100;0;0;;;;;;Zotu426;0;0;100;0;0;;;;;Zotu1757;0;0;100;0;0;;
Zotu1720;0;0;100;0;0;;;;;;Zotu1737;0;0;100;0;0;;;;;Zotu1756;0;0;100;0;0;;
Zotu1719;0;0;100;0;0;;;;;;Zotu1368;0;0;100;0;0;;;;;Zotu1755;0;0;100;0;0;;
Zotu1359;0;0;100;0;0;;;;;;Zotu424;0;0;100;0;0;;;;;Zotu1377;0;0;100;0;0;;
Zotu387;0;0;100;0;0;;;;;;Zotu423;0;0;100;0;0;;;;;Zotu1188;0;0;100;0;0;;
Zotu1718;0;0;100;0;0;;;;;;Zotu1736;0;0;100;0;0;;;;;Zotu1044;0;0;100;0;0;;
Zotu383;0;0;100;0;0;;;;;;Zotu422;0;0;100;0;0;;;;;Zotu1009;0;0;100;0;0;;
Zotu1716;0;0;100;0;0;;;;;;Zotu1367;0;0;100;0;0;;;;;Zotu1754;0;0;100;0;0;;
Zotu1715;0;0;100;0;0;;;;;;Zotu1734;0;0;100;0;0;;;;;Zotu1753;0;0;100;0;0;;
Zotu1357;0;0;100;0;0;;;;;;Zotu1366;0;0;100;0;0;;;;;Zotu1376;0;0;100;0;0;;
Zotu1178;0;0;100;0;0;;;;;;Zotu1089;0;0;100;0;0;;;;;Zotu1375;0;0;100;0;0;;
Zotu1714;0;0;100;0;0;;;;;;Zotu1732;0;0;100;0;0;;;;;Zotu1187;0;0;100;0;0;;
Zotu457;0;0;100;0;0;;;;;;Zotu1731;0;0;100;0;0;;;;;Zotu453;0;0;100;0;0;;
Zotu378;0;0;100;0;0;;;;;;Zotu1730;0;0;100;0;0;;;;;Zotu1374;0;0;100;0;0;;
Zotu1713;0;0;100;0;0;;;;;;Zotu1364;0;0;100;0;0;;;;;Zotu1749;0;0;100;0;0;;
Zotu1712;0;0;100;0;0;;;;;;Zotu409;0;0;100;0;0;;;;;Zotu1748;0;0;100;0;0;;
Zotu1711;0;0;100;0;0;;;;;;Zotu1729;0;0;100;0;0;;;;;Zotu1373;0;0;100;0;0;;
Zotu1355;0;0;100;0;0;;;;;;Zotu1728;0;0;100;0;0;;;;;Zotu444;0;0;100;0;0;;
Zotu1041;0;0;100;0;0;;;;;;Zotu1727;0;0;100;0;0;;;;;Zotu442;0;0;100;0;0;;
Zotu1354;0;0;100;0;0;;;;;;Zotu1726;0;0;100;0;0;;;;;Zotu1371;0;0;100;0;0;;
Zotu1709;0;0;100;0;0;;;;;;Zotu1180;0;0;100;0;0;;;;;Zotu1370;0;0;100;0;0;;
Zotu367;0;0;100;0;0;;;;;;Zotu1088;0;0;100;0;0;;;;;Zotu1741;0;0;100;0;0;;
Zotu1708;0;0;100;0;0;;;;;;Zotu1042;0;0;100;0;0;;;;;Zotu1184;0;0;100;0;0;;
Zotu1705;0;0;100;0;0;;;;;;Zotu1725;0;0;100;0;0;;;;;Zotu1043;0;0;100;0;0;;
Zotu1704;0;0;100;0;0;;;;;;Zotu1724;0;0;100;0;0;;;;;Zotu429;0;0;100;0;0;;
Zotu1351;0;0;100;0;0;;;;;;Zotu1361;0;0;100;0;0;;;;;Zotu1369;0;0;100;0;0;;
Zotu357;0;0;100;0;0;;;;;;Zotu1723;0;0;100;0;0;;;;;Zotu1738;0;0;100;0;0;;
Zotu1703;0;0;100;0;0;;;;;;Zotu1360;0;0;100;0;0;;;;;Zotu1737;0;0;100;0;0;;
Zotu1350;0;0;100;0;0;;;;;;Zotu1721;0;0;100;0;0;;;;;Zotu1368;0;0;100;0;0;;
Zotu1701;0;0;100;0;0;;;;;;Zotu1720;0;0;100;0;0;;;;;Zotu424;0;0;100;0;0;;
Zotu1700;0;0;100;0;0;;;;;;Zotu1719;0;0;100;0;0;;;;;Zotu423;0;0;100;0;0;;
Zotu1174;0;0;100;0;0;;;;;;Zotu1359;0;0;100;0;0;;;;;Zotu1736;0;0;100;0;0;;
Zotu475;0;0;100;0;0;;;;;;Zotu1718;0;0;100;0;0;;;;;Zotu1734;0;0;100;0;0;;
Zotu1698;0;0;100;0;0;;;;;;Zotu383;0;0;100;0;0;;;;;Zotu1366;0;0;100;0;0;;
Zotu1348;0;0;100;0;0;;;;;;Zotu382;0;0;100;0;0;;;;;Zotu1089;0;0;100;0;0;;
Zotu1084;0;0;100;0;0;;;;;;Zotu1716;0;0;100;0;0;;;;;Zotu1732;0;0;100;0;0;;
Zotu1040;0;0;100;0;0;;;;;;Zotu1715;0;0;100;0;0;;;;;Zotu1731;0;0;100;0;0;;
Zotu1019;0;0;100;0;0;;;;;;Zotu1357;0;0;100;0;0;;;;;Zotu412;0;0;100;0;0;;
Zotu1008;0;0;100;0;0;;;;;;Zotu1178;0;0;100;0;0;;;;;Zotu1730;0;0;100;0;0;;
Zotu1697;0;0;100;0;0;;;;;;Zotu1714;0;0;100;0;0;;;;;Zotu1364;0;0;100;0;0;;
Zotu1694;0;0;100;0;0;;;;;;Zotu378;0;0;100;0;0;;;;;Zotu1729;0;0;100;0;0;;
Zotu1346;0;0;100;0;0;;;;;;Zotu1713;0;0;100;0;0;;;;;Zotu1728;0;0;100;0;0;;
Zotu1172;0;0;100;0;0;;;;;;Zotu1712;0;0;100;0;0;;;;;Zotu1727;0;0;100;0;0;;
Zotu1693;0;0;100;0;0;;;;;;Zotu1711;0;0;100;0;0;;;;;Zotu1726;0;0;100;0;0;;
Zotu1345;0;0;100;0;0;;;;;;Zotu1355;0;0;100;0;0;;;;;Zotu1180;0;0;100;0;0;;
Zotu330;0;0;100;0;0;;;;;;Zotu1041;0;0;100;0;0;;;;;Zotu1042;0;0;100;0;0;;
Zotu1690;0;0;100;0;0;;;;;;Zotu1354;0;0;100;0;0;;;;;Zotu400;0;0;100;0;0;;
Zotu1083;0;0;100;0;0;;;;;;Zotu1709;0;0;100;0;0;;;;;Zotu1725;0;0;100;0;0;;
Zotu1689;0;0;100;0;0;;;;;;Zotu362;0;0;100;0;0;;;;;Zotu1724;0;0;100;0;0;;
Zotu1342;0;0;100;0;0;;;;;;Zotu1352;0;0;100;0;0;;;;;Zotu1361;0;0;100;0;0;;
Zotu1341;0;0;100;0;0;;;;;;Zotu1705;0;0;100;0;0;;;;;Zotu398;0;0;100;0;0;;
Zotu1684;0;0;100;0;0;;;;;;Zotu1351;0;0;100;0;0;;;;;Zotu1723;0;0;100;0;0;;
Zotu1340;0;0;100;0;0;;;;;;Zotu1085;0;0;100;0;0;;;;;Zotu1360;0;0;100;0;0;;
Zotu1682;0;0;100;0;0;;;;;;Zotu494;0;0;100;0;0;;;;;Zotu1721;0;0;100;0;0;;
Zotu1680;0;0;100;0;0;;;;;;Zotu1703;0;0;100;0;0;;;;;Zotu1720;0;0;100;0;0;;
Zotu1339;0;0;100;0;0;;;;;;Zotu1350;0;0;100;0;0;;;;;Zotu1719;0;0;100;0;0;;
Zotu497;0;0;100;0;0;;;;;;Zotu1701;0;0;100;0;0;;;;;Zotu1359;0;0;100;0;0;;
Zotu1168;0;0;100;0;0;;;;;;Zotu1700;0;0;100;0;0;;;;;Zotu1718;0;0;100;0;0;;
Zotu305;0;0;100;0;0;;;;;;Zotu1174;0;0;100;0;0;;;;;Zotu383;0;0;100;0;0;;
Zotu1679;0;0;100;0;0;;;;;;Zotu1698;0;0;100;0;0;;;;;Zotu1716;0;0;100;0;0;;
Zotu1677;0;0;100;0;0;;;;;;Zotu1084;0;0;100;0;0;;;;;Zotu1715;0;0;100;0;0;;
Zotu1337;0;0;100;0;0;;;;;;Zotu1040;0;0;100;0;0;;;;;Zotu1357;0;0;100;0;0;;
Zotu501;0;0;100;0;0;;;;;;Zotu1019;0;0;100;0;0;;;;;Zotu1178;0;0;100;0;0;;
Zotu502;0;0;100;0;0;;;;;;Zotu502;0;0;100;0;0;;;;;Zotu502;0;0;100;0;0;;
Zotu503;0;0;100;0;0;;;;;;Zotu1008;0;0;100;0;0;;;;;Zotu1714;0;0;100;0;0;;
Zotu1081;0;0;100;0;0;;;;;;Zotu1696;0;0;100;0;0;;;;;Zotu378;0;0;100;0;0;;
Zotu505;0;0;100;0;0;;;;;;Zotu1694;0;0;100;0;0;;;;;Zotu1713;0;0;100;0;0;;
Zotu1675;0;0;100;0;0;;;;;;Zotu1346;0;0;100;0;0;;;;;Zotu1712;0;0;100;0;0;;
Zotu298;0;0;100;0;0;;;;;;Zotu1172;0;0;100;0;0;;;;;Zotu1711;0;0;100;0;0;;
Zotu1674;0;0;100;0;0;;;;;;Zotu335;0;0;100;0;0;;;;;Zotu1355;0;0;100;0;0;;
Zotu1672;0;0;100;0;0;;;;;;Zotu1345;0;0;100;0;0;;;;;Zotu1086;0;0;100;0;0;;
Zotu1671;0;0;100;0;0;;;;;;Zotu331;0;0;100;0;0;;;;;Zotu1041;0;0;100;0;0;;
Zotu1670;0;0;100;0;0;;;;;;Zotu1690;0;0;100;0;0;;;;;Zotu1354;0;0;100;0;0;;
Zotu289;0;0;100;0;0;;;;;;Zotu325;0;0;100;0;0;;;;;Zotu1709;0;0;100;0;0;;
Zotu1080;0;0;100;0;0;;;;;;Zotu1689;0;0;100;0;0;;;;;Zotu1705;0;0;100;0;0;;
